record_id,buoy_id,Name,Date,Tz,Peak Direction,Tpeak,Wave Height,Temperature,Spread,Operations,Seastate,Quadrant
956,11,South Pembrokeshire WaveNet Site,05/06/2020 23:30,4.3,308,4.7,1.63,12.9,28,crew,windsea,west
957,11,South Pembrokeshire WaveNet Site,06/06/2020 00:00,4.3,301,5.3,1.82,12.75,28,crew,windsea,west
958,11,South Pembrokeshire WaveNet Site,06/06/2020 00:30,4.3,307,5,2.1,12.75,21,crew,windsea,west
959,11,South Pembrokeshire WaveNet Site,06/06/2020 01:00,4.8,300,5.7,2.62,12.9,23,crew,windsea,west
960,11,South Pembrokeshire WaveNet Site,06/06/2020 01:30,4.6,311,5.6,2.47,12.95,26,crew,windsea,west
961,11,South Pembrokeshire WaveNet Site,06/06/2020 02:00,4.6,301,5.9,2.28,12.7,26,crew,windsea,west
962,11,South Pembrokeshire WaveNet Site,06/06/2020 02:30,4.7,300,6.1,2.42,12.65,26,crew,windsea,west
963,11,South Pembrokeshire WaveNet Site,06/06/2020 03:00,4.6,297,6.3,2.33,12.65,23,crew,windsea,west
964,11,South Pembrokeshire WaveNet Site,06/06/2020 03:30,4.7,301,6.3,2.33,12.65,28,crew,windsea,west
965,11,South Pembrokeshire WaveNet Site,06/06/2020 04:00,4.8,284,6.7,2.33,12.65,28,crew,swell,west
966,11,South Pembrokeshire WaveNet Site,06/06/2020 04:30,5,277,7.1,2.37,12.6,23,crew,swell,west
967,11,South Pembrokeshire WaveNet Site,06/06/2020 05:00,5.1,291,6.5,2.37,12.6,23,crew,windsea,west
968,11,South Pembrokeshire WaveNet Site,06/06/2020 05:30,5.2,291,6.9,2.37,12.6,28,crew,swell,west
969,11,South Pembrokeshire WaveNet Site,06/06/2020 06:00,5.4,291,7.4,2.42,12.65,34,crew,swell,west
970,11,South Pembrokeshire WaveNet Site,06/06/2020 06:30,5.7,295,7.1,2.62,12.65,26,crew,swell,west
971,11,South Pembrokeshire WaveNet Site,06/06/2020 07:00,6,288,8,2.57,12.6,28,crew,swell,west
972,11,South Pembrokeshire WaveNet Site,06/06/2020 07:30,6.1,281,8,2.67,12.6,28,crew,swell,west
973,11,South Pembrokeshire WaveNet Site,06/06/2020 08:00,6.4,284,7.7,2.89,12.55,28,crew,swell,west
974,11,South Pembrokeshire WaveNet Site,06/06/2020 08:30,6.5,288,8,2.94,12.5,34,crew,swell,west
975,11,South Pembrokeshire WaveNet Site,06/06/2020 09:00,6.4,285,8.3,2.83,12.5,34,crew,swell,west
976,11,South Pembrokeshire WaveNet Site,06/06/2020 09:30,6.6,283,8.3,3.29,12.5,28,survey,swell,west
977,11,South Pembrokeshire WaveNet Site,06/06/2020 10:00,6.8,291,8,3.36,12.5,28,survey,swell,west
978,11,South Pembrokeshire WaveNet Site,06/06/2020 10:30,6.6,280,8.3,3.62,12.55,23,survey,swell,west
979,11,South Pembrokeshire WaveNet Site,06/06/2020 11:00,6.3,291,7.7,3.29,12.5,23,survey,swell,west
980,11,South Pembrokeshire WaveNet Site,06/06/2020 11:30,6,287,7.4,3.17,12.5,23,survey,swell,west
981,11,South Pembrokeshire WaveNet Site,06/06/2020 12:00,5.9,273,8,3.11,12.5,18,survey,swell,west
982,11,South Pembrokeshire WaveNet Site,06/06/2020 12:30,5.4,281,7.7,2.89,12.5,21,crew,swell,west
983,11,South Pembrokeshire WaveNet Site,06/06/2020 13:00,5.4,269,7.7,2.94,12.35,16,crew,swell,west
984,11,South Pembrokeshire WaveNet Site,06/06/2020 13:30,5,264,7.4,2.57,12.3,23,crew,swell,west
985,11,South Pembrokeshire WaveNet Site,06/06/2020 14:00,4.6,262,7.4,2.28,12.25,28,crew,swell,west
986,11,South Pembrokeshire WaveNet Site,06/06/2020 14:30,5,264,7.1,2.37,12.2,21,crew,swell,west
987,11,South Pembrokeshire WaveNet Site,06/06/2020 15:00,4.8,259,7.4,2.15,12.25,23,crew,swell,west
988,11,South Pembrokeshire WaveNet Site,06/06/2020 15:30,4.5,255,7.4,1.82,12.2,31,crew,swell,west
989,11,South Pembrokeshire WaveNet Site,06/06/2020 16:00,4.6,252,7.4,1.78,12.25,34,crew,swell,west
990,11,South Pembrokeshire WaveNet Site,06/06/2020 16:30,4.7,273,6.3,1.74,12.2,28,crew,windsea,west
991,11,South Pembrokeshire WaveNet Site,06/06/2020 17:00,5.1,260,6.9,1.82,12.25,28,crew,swell,west
992,11,South Pembrokeshire WaveNet Site,06/06/2020 17:30,5,256,7.1,1.67,12.3,34,crew,swell,west
993,11,South Pembrokeshire WaveNet Site,06/06/2020 18:00,5.4,255,7.7,1.74,12.3,31,crew,swell,west
994,11,South Pembrokeshire WaveNet Site,06/06/2020 18:30,5.4,263,8,1.6,12.3,34,crew,swell,west
995,11,South Pembrokeshire WaveNet Site,06/06/2020 19:00,5.6,259,7.7,1.67,12.35,28,crew,swell,west
996,11,South Pembrokeshire WaveNet Site,06/06/2020 19:30,5.7,257,7.7,1.63,12.35,34,crew,swell,west
997,11,South Pembrokeshire WaveNet Site,06/06/2020 20:00,5.8,262,7.1,1.56,12.35,31,crew,swell,west
998,11,South Pembrokeshire WaveNet Site,06/06/2020 20:30,6,256,7.4,1.63,12.25,38,crew,swell,west
999,11,South Pembrokeshire WaveNet Site,06/06/2020 21:00,6,281,7.7,1.63,12.3,34,crew,swell,west
1000,11,South Pembrokeshire WaveNet Site,06/06/2020 21:30,6,263,7.7,1.6,12.25,34,crew,swell,west
1001,11,South Pembrokeshire WaveNet Site,06/06/2020 22:00,5.7,262,7.7,1.6,12.4,38,crew,swell,west
1002,11,South Pembrokeshire WaveNet Site,06/06/2020 22:30,5.6,280,7.7,1.74,12.35,34,crew,swell,west
1003,11,South Pembrokeshire WaveNet Site,06/06/2020 23:00,5.4,271,7.1,1.74,12.35,31,crew,swell,west
1004,11,South Pembrokeshire WaveNet Site,06/06/2020 23:30,5.2,281,6.9,1.82,12.4,23,crew,swell,west
1005,11,South Pembrokeshire WaveNet Site,07/06/2020 00:00,4.9,274,6.5,1.7,12.35,23,crew,windsea,west
1006,11,South Pembrokeshire WaveNet Site,07/06/2020 00:30,4.9,273,6.9,1.9,12.35,14,crew,swell,west
1007,11,South Pembrokeshire WaveNet Site,07/06/2020 01:00,4.7,266,7.1,1.86,12.35,21,crew,swell,west
1008,11,South Pembrokeshire WaveNet Site,07/06/2020 01:30,4.4,266,6.9,1.78,12.35,23,crew,swell,west
1009,11,South Pembrokeshire WaveNet Site,07/06/2020 02:00,4.3,274,5.7,1.63,12.3,26,crew,windsea,west
1010,11,South Pembrokeshire WaveNet Site,07/06/2020 02:30,4.3,271,6.3,1.63,12.35,23,crew,windsea,west
1011,11,South Pembrokeshire WaveNet Site,07/06/2020 03:00,4.1,267,6.7,1.46,12.25,28,crew,swell,west
1012,11,South Pembrokeshire WaveNet Site,07/06/2020 03:30,4.2,260,6.7,1.49,12.2,23,crew,swell,west
1013,11,South Pembrokeshire WaveNet Site,07/06/2020 04:00,4,285,6.9,1.3,12.1,28,crew,swell,west
1014,11,South Pembrokeshire WaveNet Site,07/06/2020 04:30,4,257,6.5,1.24,12.25,28,crew,windsea,west
1015,11,South Pembrokeshire WaveNet Site,07/06/2020 05:00,4,280,6.5,1.24,12.2,28,crew,windsea,west
1016,11,South Pembrokeshire WaveNet Site,07/06/2020 05:30,4.1,281,6.7,1.1,12.25,34,crew,swell,west
1017,11,South Pembrokeshire WaveNet Site,07/06/2020 06:00,4.3,262,6.5,1.04,12.25,34,crew,windsea,west
1018,11,South Pembrokeshire WaveNet Site,07/06/2020 06:30,4.4,267,6.5,1.02,12.3,34,crew,windsea,west
1019,11,South Pembrokeshire WaveNet Site,07/06/2020 07:00,4.6,278,6.9,1.07,12.3,28,crew,swell,west
1020,11,South Pembrokeshire WaveNet Site,07/06/2020 07:30,4.6,257,6.9,1.07,12.25,28,crew,swell,west
1021,11,South Pembrokeshire WaveNet Site,07/06/2020 08:00,4.8,259,6.7,1.13,12.3,34,crew,swell,west
1022,11,South Pembrokeshire WaveNet Site,07/06/2020 08:30,4.6,263,6.5,1.07,12.25,41,crew,windsea,west
1023,11,South Pembrokeshire WaveNet Site,07/06/2020 09:00,4.9,264,6.5,1.15,12.3,34,crew,windsea,west
1024,11,South Pembrokeshire WaveNet Site,07/06/2020 09:30,4.8,262,7.1,1.07,12.35,35,crew,swell,west
1025,11,South Pembrokeshire WaveNet Site,07/06/2020 10:00,4.9,271,6.9,1.13,12.4,34,crew,swell,west
1026,11,South Pembrokeshire WaveNet Site,07/06/2020 10:30,4.7,270,6.3,1.13,12.35,28,crew,windsea,west
1027,11,South Pembrokeshire WaveNet Site,07/06/2020 11:00,4.6,274,6.1,1.18,12.45,34,crew,windsea,west
1028,11,South Pembrokeshire WaveNet Site,07/06/2020 11:30,4.4,290,5.1,1.21,12.5,31,crew,windsea,west
1029,11,South Pembrokeshire WaveNet Site,07/06/2020 12:00,4.4,274,6.3,1.27,12.55,18,crew,windsea,west
1030,11,South Pembrokeshire WaveNet Site,07/06/2020 12:30,4.2,277,5.6,1.21,12.55,28,crew,windsea,west
1031,11,South Pembrokeshire WaveNet Site,07/06/2020 13:00,4.2,283,5.1,1.36,12.55,26,crew,windsea,west
1032,11,South Pembrokeshire WaveNet Site,07/06/2020 13:30,4.1,276,5.9,1.33,12.55,18,crew,windsea,west
1033,11,South Pembrokeshire WaveNet Site,07/06/2020 14:00,3.9,283,5.3,1.21,12.55,23,crew,windsea,west
1034,11,South Pembrokeshire WaveNet Site,07/06/2020 14:30,3.7,283,5.3,1.13,12.55,23,crew,windsea,west
1035,11,South Pembrokeshire WaveNet Site,07/06/2020 15:00,3.6,285,5,1.02,12.55,31,crew,windsea,west
1036,11,South Pembrokeshire WaveNet Site,07/06/2020 15:30,3.4,285,5.3,0.94,12.5,34,crew,windsea,west
1037,11,South Pembrokeshire WaveNet Site,07/06/2020 16:00,3.4,291,5,0.92,12.45,38,crew,windsea,west
1038,11,South Pembrokeshire WaveNet Site,07/06/2020 16:30,3.4,273,5.6,0.8,12.45,38,crew,windsea,west
1039,11,South Pembrokeshire WaveNet Site,07/06/2020 17:00,3.6,267,5.7,0.73,12.45,45,crew,windsea,west
1040,11,South Pembrokeshire WaveNet Site,07/06/2020 17:30,3.6,262,5.7,0.73,12.35,38,crew,windsea,west
1041,11,South Pembrokeshire WaveNet Site,07/06/2020 18:00,3.6,256,6.1,0.67,12.3,49,crew,windsea,west
1042,11,South Pembrokeshire WaveNet Site,07/06/2020 18:30,3.7,264,5.7,0.69,12.3,38,crew,windsea,west
1043,11,South Pembrokeshire WaveNet Site,07/06/2020 19:00,4,263,6.1,0.69,12.3,34,crew,windsea,west
1044,11,South Pembrokeshire WaveNet Site,07/06/2020 19:30,4,256,5.7,0.67,12.3,38,crew,windsea,west
1045,11,South Pembrokeshire WaveNet Site,07/06/2020 20:00,4.2,260,5.7,0.65,12.4,31,crew,windsea,west
1046,11,South Pembrokeshire WaveNet Site,07/06/2020 20:30,4.3,255,6.3,0.63,12.4,41,crew,windsea,west
1047,11,South Pembrokeshire WaveNet Site,07/06/2020 21:00,4.3,264,5.6,0.63,12.45,34,crew,windsea,west
1048,11,South Pembrokeshire WaveNet Site,07/06/2020 21:30,4.4,264,5.4,0.61,12.5,34,crew,windsea,west
1049,11,South Pembrokeshire WaveNet Site,07/06/2020 22:00,4.3,256,5.6,0.61,12.55,38,crew,windsea,west
1050,11,South Pembrokeshire WaveNet Site,07/06/2020 22:30,4.4,263,5.7,0.61,12.6,45,crew,windsea,west
1051,11,South Pembrokeshire WaveNet Site,07/06/2020 23:00,4.3,284,5.9,0.65,12.55,41,crew,windsea,west
1052,11,South Pembrokeshire WaveNet Site,07/06/2020 23:30,4.2,281,5.7,0.67,12.55,34,crew,windsea,west
1053,11,South Pembrokeshire WaveNet Site,08/06/2020 00:00,4,285,5.3,0.67,12.55,34,crew,windsea,west
1054,11,South Pembrokeshire WaveNet Site,08/06/2020 00:30,3.7,285,4.7,0.69,12.6,28,crew,windsea,west
1055,11,South Pembrokeshire WaveNet Site,08/06/2020 01:00,3.6,281,4.9,0.71,12.55,34,crew,windsea,west
1056,11,South Pembrokeshire WaveNet Site,08/06/2020 01:30,3.5,294,4.8,0.73,12.55,34,crew,windsea,west
1057,11,South Pembrokeshire WaveNet Site,08/06/2020 02:00,3.4,295,5.3,0.71,12.5,34,crew,windsea,west
1058,11,South Pembrokeshire WaveNet Site,08/06/2020 02:30,3.1,290,3.8,0.65,12.45,28,crew,windsea,west
1059,11,South Pembrokeshire WaveNet Site,08/06/2020 03:00,3.1,274,5.6,0.61,12.45,49,crew,windsea,west
1060,11,South Pembrokeshire WaveNet Site,08/06/2020 03:30,3.1,271,6.3,0.57,12.45,41,crew,windsea,west
1061,11,South Pembrokeshire WaveNet Site,08/06/2020 04:00,2.9,340,2.6,0.55,12.5,26,crew,windsea,north
1062,11,South Pembrokeshire WaveNet Site,08/06/2020 04:30,3.1,252,5.9,0.49,12.5,53,crew,windsea,west
1063,11,South Pembrokeshire WaveNet Site,08/06/2020 05:00,3,356,2.6,0.51,12.5,34,crew,windsea,north
1064,11,South Pembrokeshire WaveNet Site,08/06/2020 05:30,3.1,336,2.7,0.49,12.4,34,crew,windsea,north
1065,11,South Pembrokeshire WaveNet Site,08/06/2020 06:00,3.1,353,2.9,0.53,12.4,28,crew,windsea,north
1066,11,South Pembrokeshire WaveNet Site,08/06/2020 06:30,3.2,353,3.1,0.55,12.4,23,crew,windsea,north
1067,11,South Pembrokeshire WaveNet Site,08/06/2020 07:00,3.2,360,2.9,0.55,12.4,28,crew,windsea,north
1068,11,South Pembrokeshire WaveNet Site,08/06/2020 07:30,3.3,343,3.4,0.55,12.45,23,crew,windsea,north
1069,11,South Pembrokeshire WaveNet Site,08/06/2020 08:00,3.2,7,3.6,0.53,12.55,28,crew,windsea,north
1070,11,South Pembrokeshire WaveNet Site,08/06/2020 08:30,3.2,343,3.8,0.55,12.6,28,crew,windsea,north
1071,11,South Pembrokeshire WaveNet Site,08/06/2020 09:00,3.2,56,2.9,0.51,12.55,41,crew,windsea,east
1072,5,Firth of Forth WaveNet Site,16/02/2009 11:00,3,264,3.7,0.71,5.45,30,crew,windsea,west
1073,5,Firth of Forth WaveNet Site,16/02/2009 11:30,3.1,259,4.1,0.76,5.45,25,crew,windsea,west
1074,5,Firth of Forth WaveNet Site,16/02/2009 12:00,3,253,4.2,0.76,5.45,25,crew,windsea,west
1075,5,Firth of Forth WaveNet Site,16/02/2009 12:30,3.1,248,4.2,0.76,5.45,16,crew,windsea,west
1076,5,Firth of Forth WaveNet Site,16/02/2009 13:00,3.1,242,4,0.76,5.45,16,crew,windsea,west
1077,5,Firth of Forth WaveNet Site,16/02/2009 13:30,3.1,242,3.6,0.71,5.45,16,crew,windsea,west
1078,5,Firth of Forth WaveNet Site,16/02/2009 14:00,3,242,4.2,0.76,5.5,16,crew,windsea,west
1079,5,Firth of Forth WaveNet Site,16/02/2009 14:30,3.1,242,4,0.76,5.45,16,crew,windsea,west
1080,5,Firth of Forth WaveNet Site,16/02/2009 15:00,3.2,236,4.1,0.76,5.45,16,crew,windsea,west
1081,5,Firth of Forth WaveNet Site,16/02/2009 15:30,3.2,242,4.1,0.8,5.45,16,crew,windsea,west
1082,5,Firth of Forth WaveNet Site,16/02/2009 16:00,3.3,242,4.4,0.8,5.45,16,crew,windsea,west
1083,5,Firth of Forth WaveNet Site,16/02/2009 16:30,3.4,242,4.4,0.8,5.45,16,crew,windsea,west
1084,5,Firth of Forth WaveNet Site,16/02/2009 17:00,3.4,242,4.7,0.85,5.45,16,crew,windsea,west
1085,5,Firth of Forth WaveNet Site,16/02/2009 17:30,3.3,242,4.7,0.8,5.5,12,crew,windsea,west
1086,5,Firth of Forth WaveNet Site,16/02/2009 18:00,3.5,236,4,0.8,5.4,12,crew,windsea,west
1087,5,Firth of Forth WaveNet Site,16/02/2009 18:30,3.4,236,4.3,0.8,5.4,9,crew,windsea,west
1088,5,Firth of Forth WaveNet Site,16/02/2009 19:00,3.3,242,4.3,0.76,5.4,12,crew,windsea,west
1089,5,Firth of Forth WaveNet Site,16/02/2009 19:30,3.1,242,4.1,0.76,5.4,12,crew,windsea,west
1090,5,Firth of Forth WaveNet Site,16/02/2009 20:00,3.3,242,4.1,0.76,5.25,12,crew,windsea,west
1091,5,Firth of Forth WaveNet Site,16/02/2009 20:30,3.2,242,4.5,0.8,5.25,12,crew,windsea,west
1092,5,Firth of Forth WaveNet Site,16/02/2009 21:00,3.2,242,4.4,0.8,5.25,12,crew,windsea,west
1093,5,Firth of Forth WaveNet Site,16/02/2009 21:30,3.1,242,4.4,0.8,5.25,16,crew,windsea,west
1094,5,Firth of Forth WaveNet Site,16/02/2009 22:00,3.1,253,4,0.71,5.3,30,crew,windsea,west
1095,5,Firth of Forth WaveNet Site,16/02/2009 22:30,3,259,3.9,0.71,5.35,25,crew,windsea,west
1096,5,Firth of Forth WaveNet Site,16/02/2009 23:00,2.9,259,4.2,0.67,5.35,25,crew,windsea,west
1097,5,Firth of Forth WaveNet Site,16/02/2009 23:30,2.9,242,3.8,0.67,5.4,30,crew,windsea,west
1098,5,Firth of Forth WaveNet Site,17/02/2009 00:00,3.1,242,4.1,0.76,5.45,12,crew,windsea,west
1099,5,Firth of Forth WaveNet Site,17/02/2009 00:30,3,242,4,0.76,5.45,20,crew,windsea,west
1100,5,Firth of Forth WaveNet Site,17/02/2009 01:00,3.1,242,3.8,0.67,5.45,20,crew,windsea,west
1101,5,Firth of Forth WaveNet Site,17/02/2009 01:30,3,248,3.8,0.63,5.45,16,crew,windsea,west
1102,5,Firth of Forth WaveNet Site,17/02/2009 02:00,3,242,3.8,0.67,5.45,16,crew,windsea,west
1103,5,Firth of Forth WaveNet Site,17/02/2009 02:30,3,248,3.9,0.76,5.45,16,crew,windsea,west
1104,5,Firth of Forth WaveNet Site,17/02/2009 03:00,3.1,242,4.2,0.85,5.45,16,crew,windsea,west
1105,5,Firth of Forth WaveNet Site,17/02/2009 03:30,3.1,248,4.2,0.8,5.45,16,crew,windsea,west
1106,5,Firth of Forth WaveNet Site,17/02/2009 04:00,3.1,248,3.9,0.76,5.4,16,crew,windsea,west
1107,5,Firth of Forth WaveNet Site,17/02/2009 04:30,3,248,3.7,0.67,5.4,16,crew,windsea,west
1108,5,Firth of Forth WaveNet Site,17/02/2009 05:00,3,248,3.7,0.59,5.3,16,crew,windsea,west
1109,5,Firth of Forth WaveNet Site,17/02/2009 05:30,3,236,3.6,0.52,5.25,16,crew,windsea,west
1110,5,Firth of Forth WaveNet Site,17/02/2009 06:00,3,236,3.5,0.52,5.2,16,crew,windsea,west
1111,5,Firth of Forth WaveNet Site,17/02/2009 06:30,3,231,3.7,0.48,5.2,12,crew,windsea,west
1112,5,Firth of Forth WaveNet Site,17/02/2009 07:00,2.9,236,3.7,0.48,5.15,12,crew,windsea,west
1113,5,Firth of Forth WaveNet Site,17/02/2009 07:30,2.9,28,NaN,0.45,5.15,30,crew,swell,north
1114,5,Firth of Forth WaveNet Site,17/02/2009 08:00,2.7,28,8.9,0.48,5.2,36,crew,swell,north
1115,5,Firth of Forth WaveNet Site,17/02/2009 08:30,2.7,236,NaN,0.45,5.2,16,crew,swell,west
1116,5,Firth of Forth WaveNet Site,17/02/2009 09:00,2.6,242,3.1,0.45,5.15,16,crew,windsea,west
1117,5,Firth of Forth WaveNet Site,17/02/2009 09:30,2.6,242,3,0.48,5.2,16,crew,windsea,west
1118,5,Firth of Forth WaveNet Site,17/02/2009 10:00,2.6,28,NaN,0.48,5.2,42,crew,swell,north
1119,5,Firth of Forth WaveNet Site,17/02/2009 10:30,2.6,248,3.1,0.48,5.2,25,crew,windsea,west
1120,5,Firth of Forth WaveNet Site,17/02/2009 11:00,2.6,253,3.1,0.45,5.25,25,crew,windsea,west
1121,5,Firth of Forth WaveNet Site,17/02/2009 11:30,2.6,248,3.1,0.48,5.25,30,crew,windsea,west
1122,5,Firth of Forth WaveNet Site,17/02/2009 12:00,2.6,242,3.1,0.45,5.3,20,crew,windsea,west
1123,5,Firth of Forth WaveNet Site,17/02/2009 12:30,2.7,242,2.9,0.45,5.3,16,crew,windsea,west
1124,5,Firth of Forth WaveNet Site,17/02/2009 13:00,2.7,248,3.2,0.48,5.3,12,crew,windsea,west
1125,5,Firth of Forth WaveNet Site,17/02/2009 13:30,2.8,248,3.2,0.42,5.3,16,crew,windsea,west
1126,5,Firth of Forth WaveNet Site,17/02/2009 14:00,2.8,242,3,0.45,5.25,12,crew,windsea,west
1127,5,Firth of Forth WaveNet Site,17/02/2009 14:30,2.8,242,3.4,0.45,5.25,16,crew,windsea,west
1128,5,Firth of Forth WaveNet Site,17/02/2009 15:00,3,242,3.3,0.45,5.25,12,crew,windsea,west
1129,5,Firth of Forth WaveNet Site,17/02/2009 15:30,3.2,242,3.4,0.45,5.25,20,crew,windsea,west
1130,5,Firth of Forth WaveNet Site,17/02/2009 16:00,3.3,51,NaN,0.45,5.25,30,crew,swell,east
1131,5,Firth of Forth WaveNet Site,17/02/2009 16:30,3.5,56,8.5,0.45,5.25,25,crew,swell,east
1132,5,Firth of Forth WaveNet Site,17/02/2009 17:00,4,56,8.2,0.48,5.25,20,crew,swell,east
1133,5,Firth of Forth WaveNet Site,17/02/2009 17:30,4.3,56,8.2,0.56,5.25,25,crew,swell,east
1134,5,Firth of Forth WaveNet Site,17/02/2009 18:00,4.5,56,8.7,0.59,5.25,16,crew,swell,east
1135,5,Firth of Forth WaveNet Site,17/02/2009 18:30,4.8,62,8.1,0.71,5.25,16,crew,swell,east
1136,5,Firth of Forth WaveNet Site,17/02/2009 19:00,4.8,56,7.9,0.76,5.25,16,crew,swell,east
1137,5,Firth of Forth WaveNet Site,17/02/2009 19:30,5,56,8.2,0.8,5.25,16,crew,swell,east
1138,5,Firth of Forth WaveNet Site,17/02/2009 20:00,4.5,56,8.3,0.76,5.25,16,crew,swell,east
1139,5,Firth of Forth WaveNet Site,17/02/2009 20:30,4.8,62,7.9,0.85,5.3,20,crew,swell,east
1140,5,Firth of Forth WaveNet Site,17/02/2009 21:00,4.8,56,7.7,0.85,5.3,20,crew,swell,east
1141,5,Firth of Forth WaveNet Site,17/02/2009 21:30,5.2,62,8.1,0.94,5.3,20,crew,swell,east
1142,5,Firth of Forth WaveNet Site,17/02/2009 22:00,5.5,62,8,0.9,5.3,20,crew,swell,east
1143,5,Firth of Forth WaveNet Site,17/02/2009 22:30,6,62,7.4,0.94,5.3,16,crew,swell,east
1144,5,Firth of Forth WaveNet Site,17/02/2009 23:00,6,68,7.6,0.85,5.3,25,crew,swell,east
1145,5,Firth of Forth WaveNet Site,17/02/2009 23:30,6,68,8.1,0.85,5.3,25,crew,swell,east
1146,5,Firth of Forth WaveNet Site,18/02/2009 00:00,5.7,73,7.7,0.85,5.3,30,crew,swell,east
1147,5,Firth of Forth WaveNet Site,18/02/2009 00:30,5.2,68,7.5,0.85,5.3,25,crew,swell,east
1148,5,Firth of Forth WaveNet Site,18/02/2009 01:00,5.2,68,8.5,0.8,5.3,20,crew,swell,east
1149,5,Firth of Forth WaveNet Site,18/02/2009 01:30,5.2,73,8.6,0.85,5.35,20,crew,swell,east
1150,5,Firth of Forth WaveNet Site,18/02/2009 02:00,5,73,8.5,0.85,5.3,16,crew,swell,east
1151,5,Firth of Forth WaveNet Site,18/02/2009 02:30,5,68,8.4,0.85,5.3,20,crew,swell,east
1152,5,Firth of Forth WaveNet Site,18/02/2009 03:00,5.5,68,8.5,0.9,5.3,25,crew,swell,east
1153,5,Firth of Forth WaveNet Site,18/02/2009 03:30,5.5,73,7.8,0.9,5.3,20,crew,swell,east
1154,5,Firth of Forth WaveNet Site,18/02/2009 04:00,5.5,68,8.3,0.94,5.3,20,crew,swell,east
1155,5,Firth of Forth WaveNet Site,18/02/2009 04:30,5.5,68,8.4,0.94,5.3,20,crew,swell,east
1156,5,Firth of Forth WaveNet Site,18/02/2009 05:00,5.5,73,7.7,0.99,5.3,20,crew,swell,east
1157,5,Firth of Forth WaveNet Site,18/02/2009 05:30,5.2,79,7.7,0.9,5.3,20,crew,swell,east
1158,5,Firth of Forth WaveNet Site,18/02/2009 06:00,6,73,8,1.05,5.3,16,crew,swell,east
1159,5,Firth of Forth WaveNet Site,18/02/2009 06:30,5.7,79,8,0.94,5.3,30,crew,swell,east
1160,5,Firth of Forth WaveNet Site,18/02/2009 07:00,6,79,7.4,1.05,5.3,16,crew,swell,east
1161,5,Firth of Forth WaveNet Site,18/02/2009 07:30,6,79,7.2,1.05,5.3,25,crew,swell,east
1162,5,Firth of Forth WaveNet Site,18/02/2009 08:00,6,79,7.5,0.99,5.3,25,crew,swell,east
1163,5,Firth of Forth WaveNet Site,18/02/2009 08:30,6,79,7.7,1.15,5.3,25,crew,swell,east
1164,5,Firth of Forth WaveNet Site,18/02/2009 09:00,5.5,79,7.4,1.05,5.3,20,crew,swell,east
1165,5,Firth of Forth WaveNet Site,18/02/2009 09:30,5.7,90,7.7,1.05,5.25,25,crew,swell,east
1166,5,Firth of Forth WaveNet Site,18/02/2009 10:00,5.5,79,7.4,0.99,5.25,25,crew,swell,east
1167,5,Firth of Forth WaveNet Site,18/02/2009 10:30,6.2,90,7.7,1.1,5.25,25,crew,swell,east
1168,5,Firth of Forth WaveNet Site,18/02/2009 11:00,6,107,7.4,0.94,5.25,25,crew,swell,east
1169,5,Firth of Forth WaveNet Site,18/02/2009 11:30,5.7,96,7.6,0.94,5.3,25,crew,swell,east
1170,5,Firth of Forth WaveNet Site,18/02/2009 12:00,6,96,7.2,0.99,5.3,30,crew,swell,east
1171,5,Firth of Forth WaveNet Site,18/02/2009 12:30,5.7,90,7,0.94,5.3,20,crew,swell,east
1172,5,Firth of Forth WaveNet Site,18/02/2009 13:00,5.7,107,7,0.9,5.35,25,crew,swell,east
1173,5,Firth of Forth WaveNet Site,18/02/2009 13:30,5.2,96,7,0.85,5.3,25,crew,swell,east
1174,5,Firth of Forth WaveNet Site,18/02/2009 14:00,5.5,107,7,0.9,5.35,25,crew,swell,east
1175,5,Firth of Forth WaveNet Site,18/02/2009 14:30,5.2,107,7.2,0.85,5.35,20,crew,swell,east
1176,5,Firth of Forth WaveNet Site,18/02/2009 15:00,5,90,7.2,0.76,5.4,20,crew,swell,east
1177,5,Firth of Forth WaveNet Site,18/02/2009 15:30,5.5,101,6.8,0.8,5.4,30,crew,swell,east
1178,5,Firth of Forth WaveNet Site,18/02/2009 16:00,5.5,96,6.9,0.71,5.45,20,crew,swell,east
1179,5,Firth of Forth WaveNet Site,18/02/2009 16:30,5.2,96,6.6,0.67,5.45,36,crew,windsea,east
1180,5,Firth of Forth WaveNet Site,18/02/2009 17:00,5.5,96,6.9,0.76,5.4,30,crew,swell,east
1181,5,Firth of Forth WaveNet Site,18/02/2009 17:30,5.2,96,6.9,0.63,5.4,36,crew,swell,east
1182,5,Firth of Forth WaveNet Site,18/02/2009 18:00,5.2,101,6.6,0.63,5.4,30,crew,windsea,east
1183,5,Firth of Forth WaveNet Site,18/02/2009 18:30,5.5,113,6.9,0.67,5.4,25,crew,swell,east
1184,5,Firth of Forth WaveNet Site,18/02/2009 19:00,5.2,101,6.4,0.59,5.4,36,crew,windsea,east
1185,5,Firth of Forth WaveNet Site,18/02/2009 19:30,5.2,96,6.7,0.56,5.3,36,crew,swell,east
1186,5,Firth of Forth WaveNet Site,18/02/2009 20:00,5.2,113,6.1,0.56,5.3,36,crew,windsea,east
1187,5,Firth of Forth WaveNet Site,18/02/2009 20:30,5.2,118,6.8,0.52,5.3,36,crew,swell,east
1188,5,Firth of Forth WaveNet Site,18/02/2009 21:00,5.2,113,6.8,0.48,5.3,36,crew,swell,east
