record_id,buoy_id,Name,Date,Tz,Peak Direction,Tpeak,Wave Height,Temperature,Spread,Operations,Seastate,Quadrant
1,14,SW Isles of Scilly WaveNet Site,17/04/2023 00:00,7.2,263,10,1.8,10.8,26,crew,swell,west
2,7,Hayling Island Waverider,17/04/2023 00:00,4,193,11.1,0.2,10.2,14,crew,swell,south
3,5,Firth of Forth WaveNet Site,17/04/2023 00:00,3.7,115,4.5,0.6,7.8,28,crew,windsea,east
4,3,Chesil Waverider,17/04/2023 00:00,5.5,225,8.3,0.5,10.2,48,crew,swell,south
5,10,M6 Buoy,17/04/2023 00:00,7.6,240,11.7,4.5,11.5,89,no go,swell,west
6,9,Lomond,17/04/2023 00:00,4,NaN,NaN,0.5,NaN,NaN,crew,swell,north
7,2,Cardigan Bay,17/04/2023 00:00,5.9,239,10.5,0.69,9.9,18,crew,swell,west
8,14,SW Isles of Scilly WaveNet Site,15/04/2023 00:00,7.2,277,12.5,2.23,10.95,18,crew,swell,west
9,7,Hayling Island Waverider,15/04/2023 00:00,3.7,55,5.1,0.55,9.65,31,crew,windsea,east
10,5,Firth of Forth WaveNet Site,15/04/2023 00:00,3.2,124,3.9,0.71,7.35,23,crew,windsea,east
11,3,Chesil Waverider,15/04/2023 00:00,3.2,260,3.4,0.21,8.95,67,crew,windsea,west
12,10,M6 Buoy,15/04/2023 00:00,6.6,224,8.3,2.7,11.4,NaN,crew,swell,south
13,9,Lomond,15/04/2023 00:00,5,NaN,NaN,0.7,NaN,NaN,crew,swell,north
14,2,Cardigan Bay,15/04/2023 00:00,4.9,233,9.5,0.75,9.9,14,crew,swell,west
15,14,SW Isles of Scilly WaveNet Site,30/12/2017 21:30,8.3,NaN,NaN,6.23,NaN,NaN,no go,swell,unknown
16,14,SW Isles of Scilly WaveNet Site,30/12/2017 22:00,8.7,NaN,NaN,6.61,NaN,NaN,no go,swell,unknown
17,14,SW Isles of Scilly WaveNet Site,30/12/2017 22:30,8.5,NaN,NaN,6.42,NaN,NaN,no go,swell,unknown
18,14,SW Isles of Scilly WaveNet Site,30/12/2017 23:00,8.7,NaN,NaN,6.92,NaN,NaN,no go,swell,unknown
19,14,SW Isles of Scilly WaveNet Site,30/12/2017 23:30,8.7,NaN,NaN,6.81,NaN,NaN,no go,swell,unknown
20,14,SW Isles of Scilly WaveNet Site,31/12/2017 00:00,8.2,NaN,NaN,6.38,NaN,NaN,no go,swell,unknown
21,14,SW Isles of Scilly WaveNet Site,31/12/2017 00:30,8.7,NaN,NaN,6.86,NaN,NaN,no go,swell,unknown
22,14,SW Isles of Scilly WaveNet Site,31/12/2017 01:00,8.7,NaN,NaN,6.82,NaN,NaN,no go,swell,unknown
23,14,SW Isles of Scilly WaveNet Site,31/12/2017 01:30,8.9,NaN,NaN,7.05,NaN,NaN,no go,swell,unknown
24,14,SW Isles of Scilly WaveNet Site,31/12/2017 02:00,8.5,NaN,NaN,6.27,NaN,NaN,no go,swell,unknown
25,14,SW Isles of Scilly WaveNet Site,31/12/2017 02:30,8.9,NaN,NaN,6.4,NaN,NaN,no go,swell,unknown
26,14,SW Isles of Scilly WaveNet Site,31/12/2017 03:00,9.1,NaN,NaN,6.81,NaN,NaN,no go,swell,unknown
27,14,SW Isles of Scilly WaveNet Site,31/12/2017 03:30,8.7,NaN,NaN,6.25,NaN,NaN,no go,swell,unknown
28,14,SW Isles of Scilly WaveNet Site,31/12/2017 04:00,9.1,NaN,NaN,6.71,NaN,NaN,no go,swell,unknown
29,14,SW Isles of Scilly WaveNet Site,31/12/2017 04:30,9.8,NaN,NaN,7.21,NaN,NaN,no go,swell,unknown
30,14,SW Isles of Scilly WaveNet Site,31/12/2017 05:00,8.9,NaN,NaN,5.94,NaN,NaN,no go,swell,unknown
31,14,SW Isles of Scilly WaveNet Site,31/12/2017 05:30,9.3,NaN,NaN,6.65,NaN,NaN,no go,swell,unknown
32,14,SW Isles of Scilly WaveNet Site,31/12/2017 06:00,9.5,NaN,NaN,6.51,NaN,NaN,no go,swell,unknown
33,14,SW Isles of Scilly WaveNet Site,31/12/2017 06:30,9.3,NaN,NaN,6.08,NaN,NaN,no go,swell,unknown
34,14,SW Isles of Scilly WaveNet Site,31/12/2017 07:00,8.9,NaN,NaN,5.23,NaN,NaN,no go,swell,unknown
35,14,SW Isles of Scilly WaveNet Site,31/12/2017 07:30,9.1,NaN,NaN,5.5,NaN,NaN,no go,swell,unknown
36,14,SW Isles of Scilly WaveNet Site,31/12/2017 08:00,9.3,NaN,NaN,6,NaN,NaN,no go,swell,unknown
37,14,SW Isles of Scilly WaveNet Site,31/12/2017 08:30,9.8,NaN,NaN,6.23,NaN,NaN,no go,swell,unknown
38,14,SW Isles of Scilly WaveNet Site,31/12/2017 09:00,9.8,NaN,NaN,6.09,NaN,NaN,no go,swell,unknown
39,14,SW Isles of Scilly WaveNet Site,31/12/2017 09:30,9.1,NaN,NaN,6.02,NaN,NaN,no go,swell,unknown
40,14,SW Isles of Scilly WaveNet Site,31/12/2017 10:00,9.5,NaN,NaN,6.58,NaN,NaN,no go,swell,unknown
41,14,SW Isles of Scilly WaveNet Site,31/12/2017 10:30,9.1,NaN,NaN,6.25,NaN,NaN,no go,swell,unknown
42,14,SW Isles of Scilly WaveNet Site,31/12/2017 11:00,8.7,NaN,NaN,5.82,NaN,NaN,no go,swell,unknown
43,14,SW Isles of Scilly WaveNet Site,31/12/2017 11:30,8.5,NaN,NaN,5.83,NaN,NaN,no go,swell,unknown
44,14,SW Isles of Scilly WaveNet Site,31/12/2017 12:00,8.5,NaN,NaN,5.86,NaN,NaN,no go,swell,unknown
45,14,SW Isles of Scilly WaveNet Site,31/12/2017 12:30,8.7,NaN,NaN,6.68,NaN,NaN,no go,swell,unknown
46,14,SW Isles of Scilly WaveNet Site,31/12/2017 13:00,8.3,NaN,NaN,6.21,NaN,NaN,no go,swell,unknown
47,14,SW Isles of Scilly WaveNet Site,31/12/2017 13:30,8,NaN,NaN,5.93,NaN,NaN,no go,swell,unknown
48,14,SW Isles of Scilly WaveNet Site,31/12/2017 14:00,8.3,NaN,NaN,6.6,NaN,NaN,no go,swell,unknown
49,14,SW Isles of Scilly WaveNet Site,31/12/2017 14:30,8.5,NaN,NaN,7.22,NaN,NaN,no go,swell,unknown
50,14,SW Isles of Scilly WaveNet Site,31/12/2017 15:00,8.3,NaN,NaN,6.69,NaN,NaN,no go,swell,unknown
51,14,SW Isles of Scilly WaveNet Site,31/12/2017 15:30,8.3,NaN,NaN,6.73,NaN,NaN,no go,swell,unknown
52,14,SW Isles of Scilly WaveNet Site,31/12/2017 16:00,8.9,NaN,NaN,7.33,NaN,NaN,no go,swell,unknown
53,14,SW Isles of Scilly WaveNet Site,31/12/2017 16:30,8.9,NaN,NaN,7.17,NaN,NaN,no go,swell,unknown
54,14,SW Isles of Scilly WaveNet Site,31/12/2017 17:00,8.5,NaN,NaN,6.81,NaN,NaN,no go,swell,unknown
55,14,SW Isles of Scilly WaveNet Site,31/12/2017 17:30,8.7,NaN,NaN,6.85,NaN,NaN,no go,swell,unknown
56,14,SW Isles of Scilly WaveNet Site,31/12/2017 18:00,8.9,NaN,NaN,7.28,NaN,NaN,no go,swell,unknown
57,14,SW Isles of Scilly WaveNet Site,31/12/2017 18:30,8.9,NaN,NaN,7,NaN,NaN,no go,swell,unknown
58,14,SW Isles of Scilly WaveNet Site,31/12/2017 19:00,9.1,NaN,NaN,7,NaN,NaN,no go,swell,unknown
59,14,SW Isles of Scilly WaveNet Site,31/12/2017 19:30,9.5,NaN,NaN,7.36,NaN,NaN,no go,swell,unknown
60,14,SW Isles of Scilly WaveNet Site,31/12/2017 20:00,9.1,NaN,NaN,6.87,NaN,NaN,no go,swell,unknown
61,14,SW Isles of Scilly WaveNet Site,31/12/2017 20:30,9.3,NaN,NaN,6.55,NaN,NaN,no go,swell,unknown
62,14,SW Isles of Scilly WaveNet Site,31/12/2017 21:00,8.9,NaN,NaN,6.17,NaN,NaN,no go,swell,unknown
63,14,SW Isles of Scilly WaveNet Site,31/12/2017 21:30,9.3,NaN,NaN,6.83,NaN,NaN,no go,swell,unknown
64,14,SW Isles of Scilly WaveNet Site,31/12/2017 22:00,10.8,NaN,NaN,8.64,NaN,NaN,no go,swell,unknown
65,14,SW Isles of Scilly WaveNet Site,31/12/2017 22:30,9.3,NaN,NaN,7.48,NaN,NaN,no go,swell,unknown
66,14,SW Isles of Scilly WaveNet Site,31/12/2017 23:00,9.1,NaN,NaN,6.87,NaN,NaN,no go,swell,unknown
67,14,SW Isles of Scilly WaveNet Site,31/12/2017 23:30,8.9,NaN,NaN,6.41,NaN,NaN,no go,swell,unknown
68,14,SW Isles of Scilly WaveNet Site,01/01/2018 00:00,9.1,NaN,NaN,7.03,NaN,NaN,no go,swell,unknown
69,14,SW Isles of Scilly WaveNet Site,01/01/2018 00:30,8.9,NaN,NaN,6.49,NaN,NaN,no go,swell,unknown
70,14,SW Isles of Scilly WaveNet Site,01/01/2018 01:00,9.3,NaN,NaN,7.24,NaN,NaN,no go,swell,unknown
71,14,SW Isles of Scilly WaveNet Site,01/01/2018 01:30,8.7,NaN,NaN,6.79,NaN,NaN,no go,swell,unknown
72,14,SW Isles of Scilly WaveNet Site,01/01/2018 02:00,9.1,NaN,NaN,6.8,NaN,NaN,no go,swell,unknown
73,14,SW Isles of Scilly WaveNet Site,01/01/2018 02:30,9.5,NaN,NaN,7.39,NaN,NaN,no go,swell,unknown
74,14,SW Isles of Scilly WaveNet Site,01/01/2018 03:00,9.5,NaN,NaN,7.29,NaN,NaN,no go,swell,unknown
75,14,SW Isles of Scilly WaveNet Site,01/01/2018 03:30,10,NaN,NaN,7.71,NaN,NaN,no go,swell,unknown
76,14,SW Isles of Scilly WaveNet Site,01/01/2018 04:00,9.8,NaN,NaN,7.37,NaN,NaN,no go,swell,unknown
77,14,SW Isles of Scilly WaveNet Site,01/01/2018 04:30,9.8,NaN,NaN,7.35,NaN,NaN,no go,swell,unknown
78,14,SW Isles of Scilly WaveNet Site,01/01/2018 05:00,10,NaN,NaN,6.78,NaN,NaN,no go,swell,unknown
79,14,SW Isles of Scilly WaveNet Site,01/01/2018 05:30,10.5,NaN,NaN,7.09,NaN,NaN,no go,swell,unknown
80,14,SW Isles of Scilly WaveNet Site,01/01/2018 06:00,9.5,NaN,NaN,6.01,NaN,NaN,no go,swell,unknown
81,14,SW Isles of Scilly WaveNet Site,01/01/2018 06:30,10,NaN,NaN,6.74,NaN,NaN,no go,swell,unknown
82,14,SW Isles of Scilly WaveNet Site,01/01/2018 07:00,10,NaN,NaN,6.54,NaN,NaN,no go,swell,unknown
83,14,SW Isles of Scilly WaveNet Site,01/01/2018 07:30,9.8,NaN,NaN,6.34,NaN,NaN,no go,swell,unknown
84,14,SW Isles of Scilly WaveNet Site,01/01/2018 08:00,10.3,NaN,NaN,6.76,NaN,NaN,no go,swell,unknown
85,14,SW Isles of Scilly WaveNet Site,01/01/2018 08:30,10.5,NaN,NaN,6.79,NaN,NaN,no go,swell,unknown
86,14,SW Isles of Scilly WaveNet Site,01/01/2018 09:00,9.8,NaN,NaN,6.28,NaN,NaN,no go,swell,unknown
87,14,SW Isles of Scilly WaveNet Site,01/01/2018 09:30,9.5,NaN,NaN,6.24,NaN,NaN,no go,swell,unknown
88,14,SW Isles of Scilly WaveNet Site,01/01/2018 10:00,9.5,NaN,NaN,6.07,NaN,NaN,no go,swell,unknown
89,14,SW Isles of Scilly WaveNet Site,01/01/2018 10:30,9.5,NaN,NaN,6.05,NaN,NaN,no go,swell,unknown
90,14,SW Isles of Scilly WaveNet Site,01/01/2018 11:00,9.8,NaN,NaN,6.39,NaN,NaN,no go,swell,unknown
91,14,SW Isles of Scilly WaveNet Site,01/01/2018 11:30,9.5,NaN,NaN,6.9,NaN,NaN,no go,swell,unknown
92,14,SW Isles of Scilly WaveNet Site,01/01/2018 12:00,9.5,NaN,NaN,6.86,NaN,NaN,no go,swell,unknown
93,14,SW Isles of Scilly WaveNet Site,01/01/2018 12:30,9.3,NaN,NaN,6.71,NaN,NaN,no go,swell,unknown
94,14,SW Isles of Scilly WaveNet Site,01/01/2018 13:00,9.3,NaN,NaN,7.06,NaN,NaN,no go,swell,unknown
95,14,SW Isles of Scilly WaveNet Site,01/01/2018 13:30,9.8,NaN,NaN,7.69,NaN,NaN,no go,swell,unknown
96,14,SW Isles of Scilly WaveNet Site,01/01/2018 14:00,9.3,NaN,NaN,6.9,NaN,NaN,no go,swell,unknown
97,14,SW Isles of Scilly WaveNet Site,01/01/2018 14:30,9.5,NaN,NaN,7.47,NaN,NaN,no go,swell,unknown
98,14,SW Isles of Scilly WaveNet Site,01/01/2018 15:00,9.1,NaN,NaN,7.25,NaN,NaN,no go,swell,unknown
99,14,SW Isles of Scilly WaveNet Site,01/01/2018 15:30,9.1,NaN,NaN,6.96,NaN,NaN,no go,swell,unknown
100,14,SW Isles of Scilly WaveNet Site,01/01/2018 16:00,9.1,NaN,NaN,7.11,NaN,NaN,no go,swell,unknown
101,14,SW Isles of Scilly WaveNet Site,01/01/2018 16:30,8.7,NaN,NaN,6.37,NaN,NaN,no go,swell,unknown
102,14,SW Isles of Scilly WaveNet Site,01/01/2018 17:00,9.1,NaN,NaN,6.73,NaN,NaN,no go,swell,unknown
103,14,SW Isles of Scilly WaveNet Site,01/01/2018 17:30,8.9,NaN,NaN,6.55,NaN,NaN,no go,swell,unknown
104,14,SW Isles of Scilly WaveNet Site,01/01/2018 18:00,9.1,NaN,NaN,6.61,NaN,NaN,no go,swell,unknown
105,14,SW Isles of Scilly WaveNet Site,01/01/2018 18:30,8.7,NaN,NaN,6.4,NaN,NaN,no go,swell,unknown
106,14,SW Isles of Scilly WaveNet Site,01/01/2018 19:00,9.3,NaN,NaN,6.16,NaN,NaN,no go,swell,unknown
107,14,SW Isles of Scilly WaveNet Site,01/01/2018 19:30,9.1,NaN,NaN,5.65,NaN,NaN,no go,swell,unknown
108,14,SW Isles of Scilly WaveNet Site,01/01/2018 20:00,9.3,NaN,NaN,5.83,NaN,NaN,no go,swell,unknown
109,14,SW Isles of Scilly WaveNet Site,01/01/2018 20:30,9.1,NaN,NaN,5.58,NaN,NaN,no go,swell,unknown
110,14,SW Isles of Scilly WaveNet Site,01/01/2018 21:00,9.3,NaN,NaN,5.6,NaN,NaN,no go,swell,unknown
111,14,SW Isles of Scilly WaveNet Site,01/01/2018 21:30,9.3,NaN,NaN,5.29,NaN,NaN,no go,swell,unknown
112,14,SW Isles of Scilly WaveNet Site,01/01/2018 22:00,9.5,NaN,NaN,5.19,NaN,NaN,no go,swell,unknown
113,14,SW Isles of Scilly WaveNet Site,01/01/2018 22:30,9.8,NaN,NaN,5.55,NaN,NaN,no go,swell,unknown
114,14,SW Isles of Scilly WaveNet Site,01/01/2018 23:00,9.5,NaN,NaN,5.23,NaN,NaN,no go,swell,unknown
115,14,SW Isles of Scilly WaveNet Site,01/01/2018 23:30,10,NaN,NaN,5.91,NaN,NaN,no go,swell,unknown
116,14,SW Isles of Scilly WaveNet Site,02/01/2018 00:00,9.5,NaN,NaN,5.5,NaN,NaN,no go,swell,unknown
117,14,SW Isles of Scilly WaveNet Site,02/01/2018 00:30,9.5,NaN,NaN,5.32,NaN,NaN,no go,swell,unknown
118,14,SW Isles of Scilly WaveNet Site,02/01/2018 01:00,9.3,NaN,NaN,5.06,NaN,NaN,no go,swell,unknown
119,14,SW Isles of Scilly WaveNet Site,02/01/2018 01:30,9.3,NaN,NaN,5.37,NaN,NaN,no go,swell,unknown
120,14,SW Isles of Scilly WaveNet Site,02/01/2018 02:00,9.3,NaN,NaN,5.61,NaN,NaN,no go,swell,unknown
121,14,SW Isles of Scilly WaveNet Site,02/01/2018 02:30,8.7,NaN,NaN,5.28,NaN,NaN,no go,swell,unknown
122,14,SW Isles of Scilly WaveNet Site,02/01/2018 03:00,8.5,NaN,NaN,5.09,NaN,NaN,no go,swell,unknown
123,14,SW Isles of Scilly WaveNet Site,02/01/2018 03:30,8.5,NaN,NaN,4.77,NaN,NaN,no go,swell,unknown
124,14,SW Isles of Scilly WaveNet Site,02/01/2018 04:00,8.7,NaN,NaN,5.29,NaN,NaN,no go,swell,unknown
125,14,SW Isles of Scilly WaveNet Site,02/01/2018 04:30,8.5,NaN,NaN,4.85,NaN,NaN,no go,swell,unknown
126,14,SW Isles of Scilly WaveNet Site,02/01/2018 05:00,8.7,NaN,NaN,5.22,NaN,NaN,no go,swell,unknown
127,14,SW Isles of Scilly WaveNet Site,02/01/2018 05:30,8.3,NaN,NaN,4.64,NaN,NaN,no go,swell,unknown
128,14,SW Isles of Scilly WaveNet Site,02/01/2018 06:00,8.5,NaN,NaN,4.75,NaN,NaN,no go,swell,unknown
129,14,SW Isles of Scilly WaveNet Site,02/01/2018 06:30,8.7,NaN,NaN,4.66,NaN,NaN,no go,swell,unknown
130,14,SW Isles of Scilly WaveNet Site,02/01/2018 07:00,8.7,NaN,NaN,4.52,NaN,NaN,no go,swell,unknown
131,14,SW Isles of Scilly WaveNet Site,02/01/2018 07:30,8.5,NaN,NaN,4.42,NaN,NaN,no go,swell,unknown
132,14,SW Isles of Scilly WaveNet Site,02/01/2018 08:00,8.3,NaN,NaN,4.19,NaN,NaN,no go,swell,unknown
133,14,SW Isles of Scilly WaveNet Site,02/01/2018 08:30,8.3,NaN,NaN,4.11,NaN,NaN,no go,swell,unknown
134,14,SW Isles of Scilly WaveNet Site,02/01/2018 09:00,8.7,NaN,NaN,4.29,NaN,NaN,no go,swell,unknown
135,14,SW Isles of Scilly WaveNet Site,02/01/2018 09:30,8.3,NaN,NaN,4.28,NaN,NaN,no go,swell,unknown
136,14,SW Isles of Scilly WaveNet Site,02/01/2018 10:00,8,NaN,NaN,4.01,NaN,NaN,no go,swell,unknown
137,14,SW Isles of Scilly WaveNet Site,02/01/2018 10:30,8.2,NaN,NaN,4.09,NaN,NaN,no go,swell,unknown
138,14,SW Isles of Scilly WaveNet Site,02/01/2018 11:00,7.5,NaN,NaN,3.76,NaN,NaN,survey,swell,unknown
139,14,SW Isles of Scilly WaveNet Site,02/01/2018 11:30,7.3,NaN,NaN,3.48,NaN,NaN,survey,swell,unknown
140,14,SW Isles of Scilly WaveNet Site,02/01/2018 12:00,7.5,NaN,NaN,3.92,NaN,NaN,survey,swell,unknown
141,14,SW Isles of Scilly WaveNet Site,02/01/2018 12:30,7.5,NaN,NaN,4.05,NaN,NaN,no go,swell,unknown
142,14,SW Isles of Scilly WaveNet Site,02/01/2018 13:00,7.1,NaN,NaN,3.61,NaN,NaN,survey,swell,unknown
143,14,SW Isles of Scilly WaveNet Site,02/01/2018 13:30,7.4,NaN,NaN,3.8,NaN,NaN,survey,swell,unknown
144,14,SW Isles of Scilly WaveNet Site,02/01/2018 14:00,6.9,NaN,NaN,3.52,NaN,NaN,survey,swell,unknown
145,14,SW Isles of Scilly WaveNet Site,02/01/2018 14:30,6.9,NaN,NaN,3.6,NaN,NaN,survey,swell,unknown
146,14,SW Isles of Scilly WaveNet Site,02/01/2018 15:00,6.9,NaN,NaN,3.72,NaN,NaN,survey,swell,unknown
147,14,SW Isles of Scilly WaveNet Site,02/01/2018 15:30,6.6,NaN,NaN,3.56,NaN,NaN,survey,swell,unknown
148,14,SW Isles of Scilly WaveNet Site,02/01/2018 16:00,6.8,NaN,NaN,3.78,NaN,NaN,survey,swell,unknown
149,14,SW Isles of Scilly WaveNet Site,02/01/2018 16:30,6.6,NaN,NaN,3.71,NaN,NaN,survey,swell,unknown
150,14,SW Isles of Scilly WaveNet Site,02/01/2018 17:00,6.6,NaN,NaN,3.89,NaN,NaN,survey,swell,unknown
151,14,SW Isles of Scilly WaveNet Site,02/01/2018 17:30,6.9,NaN,NaN,4.29,NaN,NaN,no go,swell,unknown
152,14,SW Isles of Scilly WaveNet Site,02/01/2018 18:00,7.3,NaN,NaN,4.67,NaN,NaN,no go,swell,unknown
153,14,SW Isles of Scilly WaveNet Site,02/01/2018 18:30,7.3,NaN,NaN,4.49,NaN,NaN,no go,swell,unknown
154,14,SW Isles of Scilly WaveNet Site,02/01/2018 19:00,7.7,NaN,NaN,5.07,NaN,NaN,no go,swell,unknown
155,14,SW Isles of Scilly WaveNet Site,02/01/2018 19:30,7.8,NaN,NaN,5.24,NaN,NaN,no go,swell,unknown
156,14,SW Isles of Scilly WaveNet Site,02/01/2018 20:00,8,NaN,NaN,5.65,NaN,NaN,no go,swell,unknown
157,14,SW Isles of Scilly WaveNet Site,02/01/2018 20:30,7.8,NaN,NaN,5.46,NaN,NaN,no go,swell,unknown
158,14,SW Isles of Scilly WaveNet Site,02/01/2018 21:00,7.8,NaN,NaN,5.16,NaN,NaN,no go,swell,unknown
159,14,SW Isles of Scilly WaveNet Site,02/01/2018 21:30,8.5,NaN,NaN,5.93,NaN,NaN,no go,swell,unknown
160,14,SW Isles of Scilly WaveNet Site,02/01/2018 22:00,8.5,NaN,NaN,5.87,NaN,NaN,no go,swell,unknown
161,14,SW Isles of Scilly WaveNet Site,02/01/2018 22:30,8.2,NaN,NaN,5.33,NaN,NaN,no go,swell,unknown
162,14,SW Isles of Scilly WaveNet Site,02/01/2018 23:00,8,NaN,NaN,5.49,NaN,NaN,no go,swell,unknown
163,14,SW Isles of Scilly WaveNet Site,02/01/2018 23:30,8.3,NaN,NaN,5.71,NaN,NaN,no go,swell,unknown
164,14,SW Isles of Scilly WaveNet Site,03/01/2018 00:00,8.3,NaN,NaN,6.08,NaN,NaN,no go,swell,unknown
165,14,SW Isles of Scilly WaveNet Site,03/01/2018 00:30,8.5,NaN,NaN,6.51,NaN,NaN,no go,swell,unknown
166,14,SW Isles of Scilly WaveNet Site,03/01/2018 01:00,8.7,NaN,NaN,6.46,NaN,NaN,no go,swell,unknown
167,14,SW Isles of Scilly WaveNet Site,03/01/2018 01:30,8.3,NaN,NaN,6.23,NaN,NaN,no go,swell,unknown
168,14,SW Isles of Scilly WaveNet Site,03/01/2018 02:00,8.2,NaN,NaN,6.34,NaN,NaN,no go,swell,unknown
169,14,SW Isles of Scilly WaveNet Site,03/01/2018 02:30,9.3,NaN,NaN,8.24,NaN,NaN,no go,swell,unknown
170,14,SW Isles of Scilly WaveNet Site,03/01/2018 03:00,9.3,NaN,NaN,8.11,NaN,NaN,no go,swell,unknown
171,14,SW Isles of Scilly WaveNet Site,03/01/2018 03:30,9.8,NaN,NaN,9.06,NaN,NaN,no go,swell,unknown
172,14,SW Isles of Scilly WaveNet Site,03/01/2018 04:00,10.3,NaN,NaN,9.76,NaN,NaN,no go,swell,unknown
173,14,SW Isles of Scilly WaveNet Site,03/01/2018 04:30,10.3,NaN,NaN,9.59,NaN,NaN,no go,swell,unknown
174,14,SW Isles of Scilly WaveNet Site,03/01/2018 05:00,10.3,NaN,NaN,9.78,NaN,NaN,no go,swell,unknown
175,14,SW Isles of Scilly WaveNet Site,03/01/2018 05:30,10.5,NaN,NaN,10.19,NaN,NaN,no go,swell,unknown
176,14,SW Isles of Scilly WaveNet Site,03/01/2018 06:00,10.8,NaN,NaN,10.26,NaN,NaN,no go,swell,unknown
177,14,SW Isles of Scilly WaveNet Site,03/01/2018 06:30,10.5,NaN,NaN,10.11,NaN,NaN,no go,swell,unknown
178,14,SW Isles of Scilly WaveNet Site,03/01/2018 07:00,9.5,NaN,NaN,8.51,NaN,NaN,no go,swell,unknown
179,14,SW Isles of Scilly WaveNet Site,03/01/2018 07:30,10.3,NaN,NaN,9.37,NaN,NaN,no go,swell,unknown
180,14,SW Isles of Scilly WaveNet Site,03/01/2018 08:00,11.4,NaN,NaN,10.2,NaN,NaN,no go,swell,unknown
181,14,SW Isles of Scilly WaveNet Site,03/01/2018 08:30,11.1,NaN,NaN,9.99,NaN,NaN,no go,swell,unknown
182,14,SW Isles of Scilly WaveNet Site,03/01/2018 09:00,10.5,NaN,NaN,9.04,NaN,NaN,no go,swell,unknown
183,14,SW Isles of Scilly WaveNet Site,03/01/2018 09:30,11.1,NaN,NaN,9.39,NaN,NaN,no go,swell,unknown
184,14,SW Isles of Scilly WaveNet Site,03/01/2018 10:00,11.1,NaN,NaN,9.18,NaN,NaN,no go,swell,unknown
185,14,SW Isles of Scilly WaveNet Site,03/01/2018 10:30,10.8,NaN,NaN,8.92,NaN,NaN,no go,swell,unknown
186,14,SW Isles of Scilly WaveNet Site,03/01/2018 11:00,11.1,NaN,NaN,8.94,NaN,NaN,no go,swell,unknown
187,14,SW Isles of Scilly WaveNet Site,03/01/2018 11:30,11.4,NaN,NaN,9.57,NaN,NaN,no go,swell,unknown
188,14,SW Isles of Scilly WaveNet Site,03/01/2018 12:00,10.5,NaN,NaN,8.7,NaN,NaN,no go,swell,unknown
189,14,SW Isles of Scilly WaveNet Site,03/01/2018 12:30,11.1,NaN,NaN,8.58,NaN,NaN,no go,swell,unknown
190,14,SW Isles of Scilly WaveNet Site,03/01/2018 13:00,10.5,NaN,NaN,8.43,NaN,NaN,no go,swell,unknown
191,14,SW Isles of Scilly WaveNet Site,03/01/2018 13:30,11.1,NaN,NaN,8.79,NaN,NaN,no go,swell,unknown
192,14,SW Isles of Scilly WaveNet Site,03/01/2018 14:00,10.8,NaN,NaN,8.92,NaN,NaN,no go,swell,unknown
193,14,SW Isles of Scilly WaveNet Site,03/01/2018 14:30,11.1,NaN,NaN,9.13,NaN,NaN,no go,swell,unknown
194,14,SW Isles of Scilly WaveNet Site,03/01/2018 15:00,10.5,NaN,NaN,8.59,NaN,NaN,no go,swell,unknown
195,14,SW Isles of Scilly WaveNet Site,03/01/2018 15:30,11.4,NaN,NaN,9.99,NaN,NaN,no go,swell,unknown
196,14,SW Isles of Scilly WaveNet Site,03/01/2018 16:00,10.5,NaN,NaN,8.7,NaN,NaN,no go,swell,unknown
197,14,SW Isles of Scilly WaveNet Site,03/01/2018 16:30,10.3,NaN,NaN,8.07,NaN,NaN,no go,swell,unknown
198,14,SW Isles of Scilly WaveNet Site,03/01/2018 17:00,10.8,NaN,NaN,8.93,NaN,NaN,no go,swell,unknown
199,14,SW Isles of Scilly WaveNet Site,03/01/2018 17:30,11.4,NaN,NaN,9.13,NaN,NaN,no go,swell,unknown
200,14,SW Isles of Scilly WaveNet Site,03/01/2018 18:00,11.4,NaN,NaN,8.89,NaN,NaN,no go,swell,unknown
201,14,SW Isles of Scilly WaveNet Site,03/01/2018 18:30,10.3,NaN,NaN,7.47,NaN,NaN,no go,swell,unknown
202,14,SW Isles of Scilly WaveNet Site,03/01/2018 19:00,10.8,NaN,NaN,8.35,NaN,NaN,no go,swell,unknown
203,14,SW Isles of Scilly WaveNet Site,03/01/2018 19:30,10.8,NaN,NaN,7.96,NaN,NaN,no go,swell,unknown
204,14,SW Isles of Scilly WaveNet Site,03/01/2018 20:00,10.8,NaN,NaN,7.48,NaN,NaN,no go,swell,unknown
205,14,SW Isles of Scilly WaveNet Site,03/01/2018 20:30,11.1,NaN,NaN,7.53,NaN,NaN,no go,swell,unknown
206,14,SW Isles of Scilly WaveNet Site,03/01/2018 21:00,10.5,NaN,NaN,6.51,NaN,NaN,no go,swell,unknown
207,14,SW Isles of Scilly WaveNet Site,03/01/2018 21:30,11.1,NaN,NaN,7.25,NaN,NaN,no go,swell,unknown
208,14,SW Isles of Scilly WaveNet Site,03/01/2018 22:00,11.4,NaN,NaN,6.84,NaN,NaN,no go,swell,unknown
209,14,SW Isles of Scilly WaveNet Site,03/01/2018 22:30,11.4,NaN,NaN,6.86,NaN,NaN,no go,swell,unknown
210,14,SW Isles of Scilly WaveNet Site,03/01/2018 23:00,10.8,NaN,NaN,6.57,NaN,NaN,no go,swell,unknown
211,14,SW Isles of Scilly WaveNet Site,03/01/2018 23:30,10.5,NaN,NaN,6.66,NaN,NaN,no go,swell,unknown
